id,title,arquivo,year,venue_type,idioma,tipo_artigo_detectado,qtd_temas_ementa,max_percentual_match,sobreposicao_tematica_qtd,num_paginas,num_referencias,tamanho_amostra,method_count,stats_count,metrics_count,has_abstract,has_method,has_results,has_limitations_or_threats,has_data_or_code_availability,replicability_score,method_quality_score,pedagogical_fit_score,practicality_score,accessibility_score,bibliographic_quality_score,IQAP,categoria_IQAP,evidencia_curta
25,arXiv:2310.03673v2 [cs.SE] 7 Jun 2024,Do Internal Software Metrics Have Relationship with Fault-proneness and Change-proneness.pdf,2024.0,preprint,EN,teorico,4.0,40.0,2.0,7.0,18.0,0.0,1,1,3,True,True,False,False,False,0.517,0.152,0.483,0.15,0.863,0.29,0.392,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Do Internal Software Metrics Have Relationship with Fault-proneness and Change-proneness.pdf'
30,FORMATO PARA ESPECIFICAÇÃO DE REQUISITOS CONJECTURAIS NO,FORMATO PARA ESPECIFICAÇÃO DE REQUISITOS CONJECTURAIS NO CONTEXTO DA EXPERIMENTAÇÃO CONTÍNUA EM ENGENHARIA DE SOFTWARE.pdf,2023.0,,PT,empirico,0.0,0.0,0.0,112.0,200.0,16.0,1,1,0,False,True,False,False,False,0.65,0.349,0.0,0.55,0.54,0.527,0.389,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\FORMATO PARA ESPECIFICAÇÃO DE REQUISITOS CONJECTURAIS NO CONTEXTO DA EXPERIMENTAÇÃO CONTÍNUA EM ENGENHARIA DE SOFTWARE.pdf'
51,This is a title,Software quality models Exploratory review.pdf,2023.0,journal,PT,revisao,3.0,50.0,0.0,7.0,37.0,0.0,1,0,0,True,True,False,False,False,0.339,0.159,0.425,0.0,0.937,0.843,0.384,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Software quality models Exploratory review.pdf'
26,Evaluation metrics and statistical tests for machine learning,Evaluation metrics and statistical tests for machine learning.pdf,2024.0,,EN,teorico,0.0,0.0,0.0,14.0,123.0,0.0,1,8,1,False,True,True,False,False,0.6,0.567,0.0,0.3,0.23,0.735,0.375,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Evaluation metrics and statistical tests for machine learning.pdf'
50,Software Product Quality Metrics: A Systematic Mapping Study,Software Product Quality Metrics A Systematic Mapping Study.pdf,2021.0,conference,EN,revisao,0.0,0.0,1.0,24.0,60.0,0.0,2,2,0,True,True,False,False,False,0.5,0.363,0.03,0.0,0.89,0.962,0.365,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Software Product Quality Metrics A Systematic Mapping Study.pdf'
33,Impact of &#x201C;Evaluating Software Complexity Measures&#x201D;,Impact_of_Evaluating_Software_Complexity_Measures.pdf,2025.0,journal,EN,propositivo,4.0,40.0,1.0,5.0,14.0,0.0,0,2,0,True,False,False,False,False,0.202,0.115,0.453,0.0,0.828,0.724,0.332,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Impact_of_Evaluating_Software_Complexity_Measures.pdf'
8,arXiv:1801.06475v1  [cs.SE]  19 Jan 2018,A Systematic Review of Productivity Factors in Software Development.pdf,2018.0,preprint,EN,revisao,1.0,33.3,0.0,6.0,31.0,0.0,1,0,2,True,True,False,False,False,0.416,0.144,0.3,0.15,0.898,0.319,0.331,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\A Systematic Review of Productivity Factors in Software Development.pdf'
23,An´alise da Eficiˆencia do Uso de Recursos de M´aquina na,Analise da Eficiência do Uso de Recursos de Máquina (TCC_GABRIEL_AUGUSTO_SOUZA_BORGES).pdf,,thesis,PT,empirico,14.0,50.0,1.0,17.0,0.0,0.0,0,1,0,True,False,False,False,False,0.15,0.04,0.555,0.35,0.965,0.0,0.326,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Analise da Eficiência do Uso de Recursos de Máquina (TCC_GABRIEL_AUGUSTO_SOUZA_BORGES).pdf'
19,Adjustment Level Metrics for Requirements in Project Management,Adjustment_Level_Metrics_for_Requirements_in_Project_Management.pdf,2021.0,conference,EN,propositivo,0.0,0.0,2.0,10.0,0.0,2.0,2,0,0,True,True,False,False,False,0.35,0.169,0.06,0.2,0.96,0.612,0.306,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Adjustment_Level_Metrics_for_Requirements_in_Project_Management.pdf'
60,The role of measurement uncertainty in the validation of a measurement procedure,The role of measurement uncertainty in the validation of a measurement procedure.pdf,2024.0,book,EN,teorico,14.0,50.0,3.0,1.0,11.0,0.0,0,1,0,False,False,False,False,False,0.191,0.068,0.615,0.0,0.5,0.449,0.3,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\The role of measurement uncertainty in the validation of a measurement procedure.pdf'
31,05_Roche_01_43122.indd,How to Accelerate R&D and Optimize Experiment Planning with Machine Learning and Data Science.pdf,2023.0,,EN,empirico,0.0,0.0,0.0,10.0,0.0,0.0,2,2,0,True,True,False,False,False,0.35,0.213,0.0,0.35,0.89,0.377,0.292,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\How to Accelerate R&D and Optimize Experiment Planning with Machine Learning and Data Science.pdf'
58,"eveloper productivity is complex and nuanced,",The Space of Developer Productivity There's more to it than you think.pdf,2021.0,,EN,teorico,0.0,0.0,0.0,29.0,150.0,7.0,0,1,0,False,False,False,False,False,0.45,0.258,0.0,0.2,0.613,0.512,0.284,fraco,"__PDF_READ_ERROR__ [Errno 2] No such file or directory: ""C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\The Space of Developer Productivity There's more to it than you think.pdf"""
36,"Received August 6, 2020, accepted August 13, 2020, date of publication August 20, 2020, date of current version September 2, 2020.",Measuring_the_Impact_of_Scope_Changes_on_Project_Plan_Using_EVM.pdf,2020.0,,EN,teorico,0.0,0.0,1.0,25.0,94.0,0.0,0,4,0,True,False,False,False,False,0.3,0.31,0.03,0.0,0.82,0.704,0.282,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Measuring_the_Impact_of_Scope_Changes_on_Project_Plan_Using_EVM.pdf'
37,"Sigmae, Alfenas, v.11, n.2, p. 21-35, 2022.",Medição e Análise no CMMI com Metodologia Seis Sigma eISOIECIEEE1593.pdf,2022.0,,PT,propositivo,2.0,50.0,1.0,15.0,0.0,0.0,1,0,0,True,True,False,False,False,0.2,0.067,0.422,0.0,1.0,0.169,0.276,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\Medição e Análise no CMMI com Metodologia Seis Sigma eISOIECIEEE1593.pdf'
57,The Experimental Paradigm in Software Engeneering,The Experimental Paradigm in Software Engeneering.pdf,,,EN,empirico,14.0,50.0,2.0,7.0,0.0,0.0,0,0,0,False,False,False,False,False,0.0,0.0,0.585,0.35,0.648,0.0,0.264,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\The Experimental Paradigm in Software Engeneering.pdf'
16,Microsoft Word - FinalPrint07.doc,ARTIGO_Definição de um processo de medição de software baseado em Seis Sigma e CMMI.pdf,2002.0,,PT,propositivo,2.0,50.0,2.0,11.0,0.0,0.0,0,1,0,True,False,False,False,False,0.15,0.04,0.452,0.0,0.965,0.015,0.249,fraco,__PDF_READ_ERROR__ [Errno 2] No such file or directory: 'C:\\Users\\JOAOPEDRO\\Documents\\GitHub\\3d-relationship-graph\\data\\raw\\artigos\\ARTIGO_Definição de um processo de medição de software baseado em Seis Sigma e CMMI.pdf'
