"artigo_id","artigo_titulo","artigo_arquivo","ementa_id","ementa_topico","score_relevancia","total_temas","percentual_match"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","11","Análise multivariada","2","4","50.0"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","12","Atividades avaliativas","2","5","40.0"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","13","Estratégias de experimentação","2","4","50.0"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","14","Processo de experimentação","2","4","50.0"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","15","Planejamento de experimento","2","5","40.0"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","16","Execução de experimento","2","5","40.0"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"24","Application of Statistical Methods in Software Engineering: Theory and Practice","Application of Statistical Methods in Software Engineering Theory and Practice.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"25","arXiv:2310.03673v2 [cs.SE] 7 Jun 2024","Do Internal Software Metrics Have Relationship with Fault-proneness and Change-proneness.pdf","3","Métricas de produto","2","5","40.0"
"25","arXiv:2310.03673v2 [cs.SE] 7 Jun 2024","Do Internal Software Metrics Have Relationship with Fault-proneness and Change-proneness.pdf","4","Métricas de processo","2","5","40.0"
"25","arXiv:2310.03673v2 [cs.SE] 7 Jun 2024","Do Internal Software Metrics Have Relationship with Fault-proneness and Change-proneness.pdf","5","Métricas de projeto","2","5","40.0"
"25","arXiv:2310.03673v2 [cs.SE] 7 Jun 2024","Do Internal Software Metrics Have Relationship with Fault-proneness and Change-proneness.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"27","Evaluation of Software Product Quality Metrics","Evaluation of Software Product Quality Metrics.pdf","3","Métricas de produto","2","5","40.0"
"27","Evaluation of Software Product Quality Metrics","Evaluation of Software Product Quality Metrics.pdf","4","Métricas de processo","2","5","40.0"
"27","Evaluation of Software Product Quality Metrics","Evaluation of Software Product Quality Metrics.pdf","5","Métricas de projeto","2","5","40.0"
"27","Evaluation of Software Product Quality Metrics","Evaluation of Software Product Quality Metrics.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"28","Evidence is All We Need: Do Self-Admitted Technical Debts Impact Method-Level Maintenance?","Evidence_is_All_We_Need_Do_Self-Admitted_Technical_Debts_Impact_Method-Level_Maintenance.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"28","Evidence is All We Need: Do Self-Admitted Technical Debts Impact Method-Level Maintenance?","Evidence_is_All_We_Need_Do_Self-Admitted_Technical_Debts_Impact_Method-Level_Maintenance.pdf","3","Métricas de produto","2","5","40.0"
"28","Evidence is All We Need: Do Self-Admitted Technical Debts Impact Method-Level Maintenance?","Evidence_is_All_We_Need_Do_Self-Admitted_Technical_Debts_Impact_Method-Level_Maintenance.pdf","4","Métricas de processo","2","5","40.0"
"28","Evidence is All We Need: Do Self-Admitted Technical Debts Impact Method-Level Maintenance?","Evidence_is_All_We_Need_Do_Self-Admitted_Technical_Debts_Impact_Method-Level_Maintenance.pdf","5","Métricas de projeto","2","5","40.0"
"28","Evidence is All We Need: Do Self-Admitted Technical Debts Impact Method-Level Maintenance?","Evidence_is_All_We_Need_Do_Self-Admitted_Technical_Debts_Impact_Method-Level_Maintenance.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","3","Métricas de produto","2","5","40.0"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","4","Métricas de processo","2","5","40.0"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","5","Métricas de projeto","2","5","40.0"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","13","Estratégias de experimentação","2","4","50.0"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","14","Processo de experimentação","2","4","50.0"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"29","Experimentation in Software Engineering","Experimentation in Software Engineering.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"32","Microsoft Word - 725final","Impact_of_CMMI_based_software_process_maturity_on_.pdf","4","Métricas de processo","2","5","40.0"
"32","Microsoft Word - 725final","Impact_of_CMMI_based_software_process_maturity_on_.pdf","14","Processo de experimentação","2","4","50.0"
"33","Impact of &#x201C;Evaluating Software Complexity Measures&#x201D;","Impact_of_Evaluating_Software_Complexity_Measures.pdf","3","Métricas de produto","2","5","40.0"
"33","Impact of &#x201C;Evaluating Software Complexity Measures&#x201D;","Impact_of_Evaluating_Software_Complexity_Measures.pdf","4","Métricas de processo","2","5","40.0"
"33","Impact of &#x201C;Evaluating Software Complexity Measures&#x201D;","Impact_of_Evaluating_Software_Complexity_Measures.pdf","5","Métricas de projeto","2","5","40.0"
"33","Impact of &#x201C;Evaluating Software Complexity Measures&#x201D;","Impact_of_Evaluating_Software_Complexity_Measures.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","3","Métricas de produto","2","5","40.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","4","Métricas de processo","2","5","40.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","5","Métricas de projeto","2","5","40.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","6","Processos e técnicas de medição","2","5","40.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","13","Estratégias de experimentação","2","4","50.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","14","Processo de experimentação","2","4","50.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","15","Planejamento de experimento","2","5","40.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","16","Execução de experimento","2","5","40.0"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"34","Undertaking systematic reviews","Kitchenham, B. Guidelines for performing Systematic Literature Reviews in software engineering. EBSE Technical Report EBSE-2007-01.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"35","LLM4DS: Evaluating Large Language Models for","LLM4DS Evaluating Large Language Models for Data Science Code Generation.pdf","15","Planejamento de experimento","2","5","40.0"
"35","LLM4DS: Evaluating Large Language Models for","LLM4DS Evaluating Large Language Models for Data Science Code Generation.pdf","16","Execução de experimento","2","5","40.0"
"35","LLM4DS: Evaluating Large Language Models for","LLM4DS Evaluating Large Language Models for Data Science Code Generation.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"37","Sigmae, Alfenas, v.11, n.2, p. 21-35, 2022.","Medição e Análise no CMMI com Metodologia Seis Sigma eISOIECIEEE1593.pdf","4","Métricas de processo","2","5","40.0"
"37","Sigmae, Alfenas, v.11, n.2, p. 21-35, 2022.","Medição e Análise no CMMI com Metodologia Seis Sigma eISOIECIEEE1593.pdf","14","Processo de experimentação","2","4","50.0"
"38","Metrics for Evaluating and Improving Transparency in Software Engineering: An Empirical Study and Improvement Model","Metrics for Evaluating and Improving Transparency in Software Engineering An Empirical Study and Improvement Model.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"38","Metrics for Evaluating and Improving Transparency in Software Engineering: An Empirical Study and Improvement Model","Metrics for Evaluating and Improving Transparency in Software Engineering An Empirical Study and Improvement Model.pdf","4","Métricas de processo","2","5","40.0"
"38","Metrics for Evaluating and Improving Transparency in Software Engineering: An Empirical Study and Improvement Model","Metrics for Evaluating and Improving Transparency in Software Engineering An Empirical Study and Improvement Model.pdf","13","Estratégias de experimentação","2","4","50.0"
"38","Metrics for Evaluating and Improving Transparency in Software Engineering: An Empirical Study and Improvement Model","Metrics for Evaluating and Improving Transparency in Software Engineering An Empirical Study and Improvement Model.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"38","Metrics for Evaluating and Improving Transparency in Software Engineering: An Empirical Study and Improvement Model","Metrics for Evaluating and Improving Transparency in Software Engineering An Empirical Study and Improvement Model.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"38","Metrics for Evaluating and Improving Transparency in Software Engineering: An Empirical Study and Improvement Model","Metrics for Evaluating and Improving Transparency in Software Engineering An Empirical Study and Improvement Model.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"39","Metrics in Large-Scale Agile Software Development: A","Metrics in Large-Scale Agile Software Development A Multivocal Literature Review.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"39","Metrics in Large-Scale Agile Software Development: A","Metrics in Large-Scale Agile Software Development A Multivocal Literature Review.pdf","3","Métricas de produto","2","5","40.0"
"39","Metrics in Large-Scale Agile Software Development: A","Metrics in Large-Scale Agile Software Development A Multivocal Literature Review.pdf","4","Métricas de processo","2","5","40.0"
"39","Metrics in Large-Scale Agile Software Development: A","Metrics in Large-Scale Agile Software Development A Multivocal Literature Review.pdf","5","Métricas de projeto","2","5","40.0"
"39","Metrics in Large-Scale Agile Software Development: A","Metrics in Large-Scale Agile Software Development A Multivocal Literature Review.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"40","On Wasted Contributions: Understanding the Dynamics","On Wasted Contributions Understanding the Dynamics of Contributor-Abandoned Pull Requests–A Mixed-Methods Study of 10 Large Open-Source Projects.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","3","Métricas de produto","2","5","40.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","4","Métricas de processo","2","5","40.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","5","Métricas de projeto","2","5","40.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","6","Processos e técnicas de medição","2","5","40.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","13","Estratégias de experimentação","2","4","50.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","14","Processo de experimentação","2","4","50.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","15","Planejamento de experimento","2","5","40.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","16","Execução de experimento","2","5","40.0"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"41","On the Relationship Between Story Points and Development Effort in Agile Open-Source Software","On the Relationship Between Story Points and DevelopmentEffort in Agile Open-Source Software.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"42","Process metrics for software defect prediction in object‐oriented programs","Process metrics for software defectprediction in object-oriented programs.pdf","3","Métricas de produto","2","5","40.0"
"42","Process metrics for software defect prediction in object‐oriented programs","Process metrics for software defectprediction in object-oriented programs.pdf","4","Métricas de processo","2","5","40.0"
"42","Process metrics for software defect prediction in object‐oriented programs","Process metrics for software defectprediction in object-oriented programs.pdf","5","Métricas de projeto","2","5","40.0"
"42","Process metrics for software defect prediction in object‐oriented programs","Process metrics for software defectprediction in object-oriented programs.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"44","Quality of AI-Generated vs. Human-Generated Code","Quality_of_AI-Generated_vs._Human-Generated_Code.pdf","3","Métricas de produto","2","5","40.0"
"44","Quality of AI-Generated vs. Human-Generated Code","Quality_of_AI-Generated_vs._Human-Generated_Code.pdf","4","Métricas de processo","2","5","40.0"
"44","Quality of AI-Generated vs. Human-Generated Code","Quality_of_AI-Generated_vs._Human-Generated_Code.pdf","5","Métricas de projeto","2","5","40.0"
"44","Quality of AI-Generated vs. Human-Generated Code","Quality_of_AI-Generated_vs._Human-Generated_Code.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","3","Métricas de produto","2","5","40.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","4","Métricas de processo","2","5","40.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","5","Métricas de projeto","2","5","40.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","6","Processos e técnicas de medição","2","5","40.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","9","Distribuições de probabilidade","2","5","40.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","10","Testes de hipótese","2","5","40.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","11","Análise multivariada","2","4","50.0"
"45","https://doi.org/10.1007/s10664-024-10504-1","Recommendations for analysing and meta-analysing small sample size software engineering experiments.pdf","12","Atividades avaliativas","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","6","Processos e técnicas de medição","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","9","Distribuições de probabilidade","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","10","Testes de hipótese","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","11","Análise multivariada","2","4","50.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","12","Atividades avaliativas","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","13","Estratégias de experimentação","2","4","50.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","14","Processo de experimentação","2","4","50.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","15","Planejamento de experimento","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","16","Execução de experimento","2","5","40.0"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"46","Empir Software Eng (2017) 22:579–630","Robust Statistical Methods for Empirical Software Engineering.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"47","SOFTWARE CODE QUALITY MEASUREMENT : I MPLICATIONS FROM","SOFTWARE CODE QUALITY MEASUREMENT IMPLICATIONS FROM METRIC DISRIBUTIONS.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"49","Microsoft Word - Software Process Measurement and Related Challenges in Agile Software Developmen - A Multiple Case Study (Latest)","Software Process Measurement and Related Challenges in Agile Software Development A Multiple Case Study.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"49","Microsoft Word - Software Process Measurement and Related Challenges in Agile Software Developmen - A Multiple Case Study (Latest)","Software Process Measurement and Related Challenges in Agile Software Development A Multiple Case Study.pdf","3","Métricas de produto","2","5","40.0"
"49","Microsoft Word - Software Process Measurement and Related Challenges in Agile Software Developmen - A Multiple Case Study (Latest)","Software Process Measurement and Related Challenges in Agile Software Development A Multiple Case Study.pdf","5","Métricas de projeto","2","5","40.0"
"49","Microsoft Word - Software Process Measurement and Related Challenges in Agile Software Developmen - A Multiple Case Study (Latest)","Software Process Measurement and Related Challenges in Agile Software Development A Multiple Case Study.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"49","Microsoft Word - Software Process Measurement and Related Challenges in Agile Software Developmen - A Multiple Case Study (Latest)","Software Process Measurement and Related Challenges in Agile Software Development A Multiple Case Study.pdf","14","Processo de experimentação","2","4","50.0"
"5","A Review and Analysis of Software Complexity Metrics in Structural Testing","A Review and Analysis of Software Complexity Metrics in Structural Testing.pdf","3","Métricas de produto","2","5","40.0"
"5","A Review and Analysis of Software Complexity Metrics in Structural Testing","A Review and Analysis of Software Complexity Metrics in Structural Testing.pdf","5","Métricas de projeto","2","5","40.0"
"5","A Review and Analysis of Software Complexity Metrics in Structural Testing","A Review and Analysis of Software Complexity Metrics in Structural Testing.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"5","A Review and Analysis of Software Complexity Metrics in Structural Testing","A Review and Analysis of Software Complexity Metrics in Structural Testing.pdf","14","Processo de experimentação","2","4","50.0"
"51","This is a title","Software quality models Exploratory review.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"51","This is a title","Software quality models Exploratory review.pdf","4","Métricas de processo","2","5","40.0"
"51","This is a title","Software quality models Exploratory review.pdf","14","Processo de experimentação","2","4","50.0"
"52","Received 20 August 2023, accepted 31 August 2023, date of publication 7 September 2023, date of current version 15 September 2023.","Software_Cost_and_Effort_Estimation_Current_Approaches_and_Future_Trends.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"53","Software Metrics Classification for Agile Scrum Process: A Literature Review","Software_Metrics_Classification_for_Agile_Scrum_Process_A_Literature_Review.pdf","3","Métricas de produto","2","5","40.0"
"53","Software Metrics Classification for Agile Scrum Process: A Literature Review","Software_Metrics_Classification_for_Agile_Scrum_Process_A_Literature_Review.pdf","4","Métricas de processo","2","5","40.0"
"53","Software Metrics Classification for Agile Scrum Process: A Literature Review","Software_Metrics_Classification_for_Agile_Scrum_Process_A_Literature_Review.pdf","5","Métricas de projeto","2","5","40.0"
"53","Software Metrics Classification for Agile Scrum Process: A Literature Review","Software_Metrics_Classification_for_Agile_Scrum_Process_A_Literature_Review.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"54","Source Code Metrics for Software Defects Prediction","Source Code Metrics for Software Defects Prediction.pdf","3","Métricas de produto","2","5","40.0"
"54","Source Code Metrics for Software Defects Prediction","Source Code Metrics for Software Defects Prediction.pdf","4","Métricas de processo","2","5","40.0"
"54","Source Code Metrics for Software Defects Prediction","Source Code Metrics for Software Defects Prediction.pdf","5","Métricas de projeto","2","5","40.0"
"54","Source Code Metrics for Software Defects Prediction","Source Code Metrics for Software Defects Prediction.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"55","THE GOAL QUESTION METRIC APPROACH","THE GOAL QUESTION METRIC APPROACH.pdf","4","Métricas de processo","2","5","40.0"
"55","THE GOAL QUESTION METRIC APPROACH","THE GOAL QUESTION METRIC APPROACH.pdf","14","Processo de experimentação","2","4","50.0"
"56","Techniques for Calculating Software Product Metrics Threshold Values: A Systematic Mapping Study","Techniques for Calculating Software Product Metrics Threshold Values A Systematic Mapping Study.pdf","3","Métricas de produto","2","5","40.0"
"56","Techniques for Calculating Software Product Metrics Threshold Values: A Systematic Mapping Study","Techniques for Calculating Software Product Metrics Threshold Values A Systematic Mapping Study.pdf","4","Métricas de processo","2","5","40.0"
"56","Techniques for Calculating Software Product Metrics Threshold Values: A Systematic Mapping Study","Techniques for Calculating Software Product Metrics Threshold Values A Systematic Mapping Study.pdf","5","Métricas de projeto","2","5","40.0"
"56","Techniques for Calculating Software Product Metrics Threshold Values: A Systematic Mapping Study","Techniques for Calculating Software Product Metrics Threshold Values A Systematic Mapping Study.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","3","Métricas de produto","2","5","40.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","4","Métricas de processo","2","5","40.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","5","Métricas de projeto","2","5","40.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","6","Processos e técnicas de medição","2","5","40.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","13","Estratégias de experimentação","2","4","50.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","14","Processo de experimentação","2","4","50.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","15","Planejamento de experimento","2","5","40.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","16","Execução de experimento","2","5","40.0"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"57","The Experimental Paradigm in Software Engeneering","The Experimental Paradigm in Software Engeneering.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"59","The effects of change decomposition on code review-a controlled experiment","The effects of change decomposition on code review --a controlled experiment.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"59","The effects of change decomposition on code review-a controlled experiment","The effects of change decomposition on code review --a controlled experiment.pdf","13","Estratégias de experimentação","2","4","50.0"
"59","The effects of change decomposition on code review-a controlled experiment","The effects of change decomposition on code review --a controlled experiment.pdf","14","Processo de experimentação","2","4","50.0"
"59","The effects of change decomposition on code review-a controlled experiment","The effects of change decomposition on code review --a controlled experiment.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"59","The effects of change decomposition on code review-a controlled experiment","The effects of change decomposition on code review --a controlled experiment.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"59","The effects of change decomposition on code review-a controlled experiment","The effects of change decomposition on code review --a controlled experiment.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"6","2-815-A Study on Software Metrics and its Impact on Software Quality.cdr","A Study on Software Metrics and its Impact on Software Quality.pdf","3","Métricas de produto","2","5","40.0"
"6","2-815-A Study on Software Metrics and its Impact on Software Quality.cdr","A Study on Software Metrics and its Impact on Software Quality.pdf","4","Métricas de processo","2","5","40.0"
"6","2-815-A Study on Software Metrics and its Impact on Software Quality.cdr","A Study on Software Metrics and its Impact on Software Quality.pdf","5","Métricas de projeto","2","5","40.0"
"6","2-815-A Study on Software Metrics and its Impact on Software Quality.cdr","A Study on Software Metrics and its Impact on Software Quality.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","3","Métricas de produto","2","5","40.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","4","Métricas de processo","2","5","40.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","5","Métricas de projeto","2","5","40.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","6","Processos e técnicas de medição","2","5","40.0"
